index,id,beer_name,style,ounces,abv,brewery_id,brewery_name,city,state
794,1968,FMB 101,K閺嬫sch,12.0,0.048,36,Figueroa Mountain Brewing Company,Buellton,CA
805,2569,Easy Jack,American IPA,12.0,0.045,48,Firestone Walker Brewing Company,Paso Robles,CA
806,2463,Union Jack,American IPA,12.0,0.075,48,Firestone Walker Brewing Company,Paso Robles,CA
807,2462,Pivo Pils,German Pilsener,12.0,0.053,48,Firestone Walker Brewing Company,Paso Robles,CA
808,1957,805 Blonde Ale,American Blonde Ale,12.0,0.047,48,Firestone Walker Brewing Company,Paso Robles,CA
809,1733,805,American Blonde Ale,12.0,0.047,48,Firestone Walker Brewing Company,Paso Robles,CA
813,520,Inclined Plane Ale,American IPA,12.0,None,532,Flat Rock Brewing Company,Smithton,PA
815,608,Snake Dog IPA,American IPA,12.0,0.07,521,Flying Dog Brewery,Frederick,MD
816,607,Underdog Atlantic Lager,American Pale Lager,12.0,0.047,521,Flying Dog Brewery,Frederick,MD
817,2567,Flying Mouse 8,American Porter,12.0,0.04,50,Flying Mouse Brewery,Troutville,VA
818,2566,Flying Mouse 4,American IPA,12.0,0.07,50,Flying Mouse Brewery,Troutville,VA
819,1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0,0.078,279,Foolproof Brewing Company,Pawtucket,RI
820,983,Backyahd IPA,American IPA,12.0,0.06,279,Foolproof Brewing Company,Pawtucket,RI
821,982,Raincloud Robust Porter,American Porter,12.0,0.07,279,Foolproof Brewing Company,Pawtucket,RI
822,981,Barstool American Golden Ale,American Blonde Ale,12.0,0.045,279,Foolproof Brewing Company,Pawtucket,RI
823,2111,What the Butler Saw,Witbier,12.0,0.05,217,Forgotten Boardwalk,Cherry Hill,NJ
824,2110,1916 Shore Shiver,American IPA,12.0,0.069,217,Forgotten Boardwalk,Cherry Hill,NJ
825,2172,Quick WIT,Belgian Pale Ale,12.0,0.05,206,Fort George Brewery,Astoria,OR
826,2171,The Optimist,American IPA,12.0,0.06,206,Fort George Brewery,Astoria,OR
837,2322,Fort Pitt Ale,American Amber / Red Ale,12.0,None,151,Fort Pitt Brewing Company,Latrobe,PA
838,2661,Park,American Pale Wheat Ale,12.0,0.05,4,Fort Point Beer Company,San Francisco,CA
839,2660,Westfalia,American Amber / Red Ale,12.0,0.056,4,Fort Point Beer Company,San Francisco,CA
840,2659,KSA,K閺嬫sch,12.0,0.046,4,Fort Point Beer Company,San Francisco,CA
841,2658,Villager,American IPA,12.0,0.063,4,Fort Point Beer Company,San Francisco,CA
842,2625,Dirty Bastard,Scotch Ale / Wee Heavy,12.0,0.085,15,Founders Brewing Company,Grand Rapids,MI
843,1565,Centennial IPA,American IPA,12.0,0.072,15,Founders Brewing Company,Grand Rapids,MI
844,1223,All Day IPA,American IPA,12.0,0.047,15,Founders Brewing Company,Grand Rapids,MI
845,1874,El Chingon IPA,American IPA,12.0,0.08,287,Four Corners Brewing Company,Dallas,TX
846,1873,Block Party Robust Porter,American Porter,12.0,0.057,287,Four Corners Brewing Company,Dallas,TX
847,1872,Local Buzz,American Blonde Ale,12.0,0.052,287,Four Corners Brewing Company,Dallas,TX
852,1657,Leprechaun Lager,American Pale Lager,12.0,0.04,348,Four Horsemen Brewing Company,South Bend,IN
853,2309,Sunbru K閺嬫sch,K閺嬫sch,12.0,0.052,160,Four Peaks Brewing Company,Tempe,AZ
855,1616,Pumpkin Porter,American Porter,12.0,0.051,160,Four Peaks Brewing Company,Tempe,AZ
856,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,12.0,0.042,160,Four Peaks Brewing Company,Tempe,AZ
857,358,Hop Knot IPA,American IPA,12.0,0.067,160,Four Peaks Brewing Company,Tempe,AZ
858,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,12.0,0.06,160,Four Peaks Brewing Company,Tempe,AZ
859,178,Sunbru K閺嬫sch,K閺嬫sch,12.0,0.052,160,Four Peaks Brewing Company,Tempe,AZ
860,2428,Four String Vanilla Porter,American Porter,12.0,0.06,105,Four String Brewing Company,Columbus,OH
861,2427,Suncaster Summer Wheat,American Pale Wheat Ale,12.0,0.05,105,Four String Brewing Company,Columbus,OH
862,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),12.0,0.057,105,Four String Brewing Company,Columbus,OH
863,2424,Big Star White IPA,American White IPA,12.0,0.07,105,Four String Brewing Company,Columbus,OH
864,1998,Old Detroit,American Amber / Red Ale,12.0,0.06,253,Frankenmuth Brewery,Frankenmuth,MI
865,1556,Batch 69 IPA,American IPA,12.0,0.069,253,Frankenmuth Brewery,Frankenmuth,MI
866,1208,Twisted Helles Summer Lager,Munich Helles Lager,12.0,0.055,253,Frankenmuth Brewery,Frankenmuth,MI
868,2526,Texicali,American Brown Ale,12.0,0.07,66,Freetail Brewing Company,San Antonio,TX
869,2525,Pinata Protest,Witbier,12.0,0.06,66,Freetail Brewing Company,San Antonio,TX
870,2524,Bat Outta Helles,Munich Helles Lager,12.0,0.042,66,Freetail Brewing Company,San Antonio,TX
871,2523,Original,American Amber / Red Ale,12.0,0.068,66,Freetail Brewing Company,San Antonio,TX
872,2522,Rye Wit,Witbier,12.0,0.042,66,Freetail Brewing Company,San Antonio,TX
873,2521,Soul Doubt,American IPA,12.0,0.059,66,Freetail Brewing Company,San Antonio,TX
874,2520,Yo Soy Un Berliner,Berliner Weissbier,12.0,0.044,66,Freetail Brewing Company,San Antonio,TX
875,1174,77 Fremont Select Spring Session IPA,American IPA,12.0,0.04,460,Fremont Brewing Company,Seattle,WA
876,1116,Fremont Organic Pale Ale,American Pale Ale (APA),12.0,0.045,460,Fremont Brewing Company,Seattle,WA
877,994,Abominable Ale,English Strong Ale,12.0,0.08,460,Fremont Brewing Company,Seattle,WA
878,901,Harvest Ale,Saison / Farmhouse Ale,12.0,0.07,460,Fremont Brewing Company,Seattle,WA
879,875,Fremont Summer Ale,American Pale Ale (APA),12.0,0.065,460,Fremont Brewing Company,Seattle,WA
880,858,Universale Pale Ale,American Pale Ale (APA),12.0,0.06,460,Fremont Brewing Company,Seattle,WA
881,857,Interurban IPA,American IPA,12.0,0.07,460,Fremont Brewing Company,Seattle,WA
882,1300,Gateway Kolsch Style Ale,K閺嬫sch,12.0,0.05,433,French Broad Brewery,Asheville,NC
883,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,12.0,0.07,433,French Broad Brewery,Asheville,NC
884,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),12.0,0.05,433,French Broad Brewery,Asheville,NC
886,1658,Cack-A-Lacky,American Pale Ale (APA),12.0,0.05,347,Fullsteam Brewery,Durham,NC
887,2077,No Wake IPA,American IPA,12.0,0.072,228,Geneva Lake Brewing Company,Lake Geneva,WI
888,2076,Boathouse Blonde,American Blonde Ale,12.0,0.049,228,Geneva Lake Brewing Company,Lake Geneva,WI
889,2075,Cedar Point,American Amber / Red Ale,12.0,0.05,228,Geneva Lake Brewing Company,Lake Geneva,WI
890,2426,Clean Shave IPA,American IPA,12.0,0.067,106,Glabrous Brewing Company,Pineland,ME
892,1960,Saison Pamplemousse,Saison / Farmhouse Ale,12.0,0.06,240,Golden Road Brewing,Los Angeles,CA
899,1296,Point the Way IPA,American IPA,12.0,0.06,240,Golden Road Brewing,Los Angeles,CA
907,1109,Descender IPA,American IPA,12.0,0.07,464,Good Life Brewing Company,Bend,OR
908,1108,Sweet As Pacific Ale,American Pale Wheat Ale,12.0,0.06,464,Good Life Brewing Company,Bend,OR
909,1000,Good People Pale Ale,American Pale Ale (APA),12.0,0.06,478,Good People Brewing Company,Birmingham,AL
910,312,Snake Handler Double IPA,American Double / Imperial IPA,12.0,0.093,478,Good People Brewing Company,Birmingham,AL
911,311,Coffee Oatmeal Stout,Oatmeal Stout,12.0,0.06,478,Good People Brewing Company,Birmingham,AL
912,309,Good People IPA,American IPA,12.0,0.06,478,Good People Brewing Company,Birmingham,AL
913,308,Good People American Brown Ale,American Brown Ale,12.0,0.06,478,Good People Brewing Company,Birmingham,AL
914,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),12.0,0.055,194,Goodlife Brewing Co.,Bend,OR
915,2198,Goose Island India Pale Ale,American IPA,12.0,0.059,196,Goose Island Brewery Company,Chicago,IL
917,2202,312 Urban Pale Ale,American Pale Ale (APA),12.0,0.05,88,Goose Island Brewing Company,Chicago,IL
919,1829,312 Urban Wheat Ale,American Pale Wheat Ale,12.0,0.04,88,Goose Island Brewing Company,Chicago,IL
920,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,12.0,0.04,88,Goose Island Brewing Company,Chicago,IL
921,1383,Beaver Logger,American Pale Lager,12.0,0.05,420,Gore Range Brewery,Edwards,CO
922,477,White Water Wheat,American Pale Wheat Ale,12.0,0.05,536,Grand Canyon Brewing Company,Williams,AZ
923,476,Grand Canyon American Pilsner,American Pilsner,12.0,0.05,536,Grand Canyon Brewing Company,Williams,AZ
924,143,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,12.0,0.054,536,Grand Canyon Brewing Company,Williams,AZ
925,142,Black Iron India Pale Ale,American IPA,12.0,None,536,Grand Canyon Brewing Company,Williams,AZ
926,2129,Monarch Classic American Wheat,American Pale Wheat Ale,12.0,0.043,213,Grapevine Craft Brewery,Farmers Branch,TX
927,2127,Sir William's English Brown Ale,English Brown Ale,12.0,0.049,213,Grapevine Craft Brewery,Farmers Branch,TX
928,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),12.0,0.055,213,Grapevine Craft Brewery,Farmers Branch,TX
949,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12.0,0.05,6,Great Divide Brewing Company,Denver,CO
950,2649,Hibernation Ale,Old Ale,12.0,0.087,6,Great Divide Brewing Company,Denver,CO
951,2648,Whitewater,American Pale Wheat Ale,12.0,0.06,6,Great Divide Brewing Company,Denver,CO
952,2647,Rumble,American IPA,12.0,0.071,6,Great Divide Brewing Company,Denver,CO
953,2646,Orabelle,Tripel,12.0,0.08,6,Great Divide Brewing Company,Denver,CO
954,2645,Lasso,American IPA,12.0,0.05,6,Great Divide Brewing Company,Denver,CO
955,2644,Yeti  Imperial Stout,Russian Imperial Stout,12.0,0.10,6,Great Divide Brewing Company,Denver,CO
956,2643,Colette,Saison / Farmhouse Ale,12.0,0.07,6,Great Divide Brewing Company,Denver,CO
957,2642,Titan IPA,American IPA,12.0,0.071,6,Great Divide Brewing Company,Denver,CO
959,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12.0,0.045,543,Great Northern Brewing Company,Whitefish,MT
960,1923,Commotion APA,American Pale Ale (APA),12.0,0.052,269,Great Raft Brewing Company,Shreveport,LA
961,1922,Southern Drawl Pale Lager,American Pale Lager,12.0,0.052,269,Great Raft Brewing Company,Shreveport,LA
962,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0,0.05,365,Great River Brewery,Davenport,IA
964,1446,Great River Golden Ale,American Blonde Ale,12.0,0.048,365,Great River Brewery,Davenport,IA
965,1275,Dirty Blonde Chocolate Ale,American Blonde Ale,12.0,0.048,365,Great River Brewery,Davenport,IA
966,1244,Dos Pistolas,Vienna Lager,12.0,0.05,365,Great River Brewery,Davenport,IA
980,1106,Pablo Beach Pale Ale,American Pale Ale (APA),12.0,0.05,466,Green Room Brewing,Jacksonville,FL
981,2314,Wild Trail Pale Ale,American Pale Ale (APA),12.0,0.057,156,Greenbrier Valley Brewing Company,Lewisburg,WV
982,2313,Mothman Black IPA,American Black Ale,12.0,0.067,156,Greenbrier Valley Brewing Company,Lewisburg,WV
984,2044,Captain's Daughter,American Double / Imperial IPA,12.0,0.085,86,Grey Sail Brewing Company,Westerly,RI
986,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12.0,0.06,379,Grey Sail Brewing of Rhode Island,Westerly,RI
990,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12.0,0.06,379,Grey Sail Brewing of Rhode Island,Westerly,RI
991,631,Flagship Ale,Cream Ale,12.0,0.05,379,Grey Sail Brewing of Rhode Island,Westerly,RI
999,2007,Norm's Gateway IPA,American IPA,12.0,0.04,124,Griffin Claw Brewing Company,Birmingham,MI
1001,2339,Little Red Cap,Altbier,12.0,0.063,144,Grimm Brothers Brewhouse,Loveland,CO
1002,1857,Supergoose IPA,American IPA,12.0,0.069,290,Hale's Ales,Seattle,WA
1003,1440,Hale's Pale American Ale,American Pale Ale (APA),12.0,0.047,290,Hale's Ales,Seattle,WA
1012,2026,Pursuit,American IPA,12.0,0.07,248,Half Full Brewery,Stamford,CT
1013,1361,Half Full Bright Ale,American Blonde Ale,12.0,0.052,248,Half Full Brewery,Stamford,CT
1014,1016,Orange Wheat,Fruit / Vegetable Beer,12.0,0.046,476,Hangar 24 Craft Brewery,Redlands,CA
1015,1015,Hangar 24 Helles Lager,Munich Helles Lager,12.0,0.043,476,Hangar 24 Craft Brewery,Redlands,CA
1017,1331,Hardywood Cream Ale,Cream Ale,12.0,0.044,343,Hardywood Park Craft Brewery,Richmond,VA
1018,1270,Capital Trail Pale Ale,American Pale Ale (APA),12.0,0.056,343,Hardywood Park Craft Brewery,Richmond,VA
1019,2059,UFO Gingerland,Herbed / Spiced Beer,12.0,0.052,234,Harpoon Brewery,Boston,MA
1020,1653,The Long Thaw White IPA,American White IPA,12.0,0.062,234,Harpoon Brewery,Boston,MA
1021,1558,Honey Cider,Cider,12.0,0.048,234,Harpoon Brewery,Boston,MA
1022,1380,Harpoon Summer Beer,K閺嬫sch,12.0,0.05,234,Harpoon Brewery,Boston,MA
1023,1379,Harpoon IPA,American IPA,12.0,0.059,234,Harpoon Brewery,Boston,MA
1024,1340,UFO Pumpkin,Pumpkin Ale,12.0,0.06,234,Harpoon Brewery,Boston,MA
1025,1313,Harpoon Octoberfest,M閻╃灗zen / Oktoberfest,12.0,0.055,234,Harpoon Brewery,Boston,MA
1026,770,Harpoon IPA (2012),American IPA,12.0,0.06,234,Harpoon Brewery,Boston,MA
1027,769,Harpoon Summer Beer (2012),K閺嬫sch,12.0,0.05,234,Harpoon Brewery,Boston,MA
1028,610,UFO White,American Pale Wheat Ale,12.0,0.048,234,Harpoon Brewery,Boston,MA
1029,192,Harpoon Summer Beer (2010),K閺嬫sch,12.0,0.05,234,Harpoon Brewery,Boston,MA
1030,126,Harpoon IPA (2010),American IPA,12.0,0.06,234,Harpoon Brewery,Boston,MA
1031,506,Great Falls Select Pale Ale,American Blonde Ale,12.0,None,535,Harvest Moon Brewing Company,Belt,MT
1032,181,Beltian White,Witbier,12.0,0.05,535,Harvest Moon Brewing Company,Belt,MT
1033,2183,Kaua'i Golden Ale,American Blonde Ale,12.0,0.049,204,Hawai'i Nui Brewing Co.,Hilo,HI
1034,2182,Sunset Amber,American Pale Ale (APA),12.0,0.05,204,Hawai'i Nui Brewing Co.,Hilo,HI
1036,2180,Hapa Brown Ale,American Brown Ale,12.0,0.064,204,Hawai'i Nui Brewing Co.,Hilo,HI
1041,990,Loose Cannon,American IPA,12.0,0.072,479,Heavy Seas Beer,Halethorpe,MD
1042,989,AARGHtoberfest!,M閻╃灗zen / Oktoberfest,12.0,0.06,479,Heavy Seas Beer,Halethorpe,MD
1043,988,Davy Jones Lager,Cream Ale,12.0,0.06,479,Heavy Seas Beer,Halethorpe,MD
1047,2295,The Golden One,American Pilsner,12.0,0.063,168,High Hops Brewery,Windsor,CO
1048,2294,The Power of Zeus,American Pale Ale (APA),12.0,0.07,168,High Hops Brewery,Windsor,CO
1049,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,12.0,0.044,500,High Noon Saloon And Brewery,Leavenworth,KS
1050,616,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,12.0,0.05,500,High Noon Saloon And Brewery,Leavenworth,KS
1051,96,Annie's Amber Ale,American Amber / Red Ale,12.0,0.055,500,High Noon Saloon And Brewery,Leavenworth,KS
1058,1835,Provision,Saison / Farmhouse Ale,12.0,0.042,297,Hop Farm Brewing Company,Pittsburgh,PA
1059,1834,One Nut Brown,American Brown Ale,12.0,0.05,297,Hop Farm Brewing Company,Pittsburgh,PA
1060,1833,Hop Farm IPA,American IPA,12.0,0.06,297,Hop Farm Brewing Company,Pittsburgh,PA
1061,2195,Double D Blonde,American Blonde Ale,12.0,0.049,198,Hop Valley Brewing Company,Springfield,OR
1062,1605,Festeroo Winter Ale,American Strong Ale,12.0,0.08,198,Hop Valley Brewing Company,Springfield,OR
1063,1543,Proxima IPA,American IPA,12.0,0.063,198,Hop Valley Brewing Company,Springfield,OR
1064,1390,Double D Blonde (2013),American Blonde Ale,12.0,0.049,198,Hop Valley Brewing Company,Springfield,OR
1065,1354,541 American Lager,American Pale Lager,12.0,0.048,198,Hop Valley Brewing Company,Springfield,OR
1066,1353,Alphadelic IPA,American IPA,12.0,0.065,198,Hop Valley Brewing Company,Springfield,OR
1067,499,Alphadelic IPA (2011),American IPA,12.0,0.065,198,Hop Valley Brewing Company,Springfield,OR
1068,498,Double D Blonde (2011),American Blonde Ale,12.0,0.049,198,Hop Valley Brewing Company,Springfield,OR
1069,1501,Green House India Pale Ale,American IPA,12.0,0.07,395,Hops & Grain Brewery,Austin,TX
1070,1004,The One They Call Zoe,American Pale Lager,12.0,0.051,395,Hops & Grain Brewery,Austin,TX
1071,502,Alteration,Altbier,12.0,0.051,395,Hops & Grain Brewery,Austin,TX
1072,501,Pale Dog,American Pale Ale (APA),12.0,0.06,395,Hops & Grain Brewery,Austin,TX
1073,2357,Porter Culture,American Porter,12.0,0.065,136,Hops & Grains Brewing Company,Austin,TX
1097,2385,Watermelon Wheat,American Pale Wheat Ale,12.0,0.06,120,Horny Goat Brew Pub,Milwaukee,WI
1098,2384,Laka Laka Pineapple,Hefeweizen,12.0,0.051,120,Horny Goat Brew Pub,Milwaukee,WI
1100,1251,Trail Maker Pale Ale,American Pale Ale (APA),12.0,0.07,445,Howard Brewing Company,Lenoir,NC
1101,1250,Action Man Lager,Vienna Lager,12.0,0.055,445,Howard Brewing Company,Lenoir,NC
1102,1903,Let It Ride IPA,American IPA,12.0,0.07,277,Indeed Brewing Company,Minneapolis,MN
1103,1691,Stir Crazy Winter Ale,Winter Warmer,12.0,0.065,277,Indeed Brewing Company,Minneapolis,MN
1104,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12.0,0.05,277,Indeed Brewing Company,Minneapolis,MN
1105,1115,Shenanigans Summer Ale,American Pale Wheat Ale,12.0,0.046,277,Indeed Brewing Company,Minneapolis,MN
1106,729,Midnight Ryder,American Black Ale,12.0,0.065,277,Indeed Brewing Company,Minneapolis,MN
1107,728,Day Tripper Pale Ale,American Pale Ale (APA),12.0,0.05,277,Indeed Brewing Company,Minneapolis,MN
1108,2350,Oklahoma Suks,American Amber / Red Ale,12.0,0.048,140,Independence Brewing Company,Austin,TX
1109,2301,Power & Light,American Pale Ale (APA),12.0,0.055,140,Independence Brewing Company,Austin,TX
1110,1904,White Rabbit,Witbier,12.0,0.059,140,Independence Brewing Company,Austin,TX
1111,2609,Tribute,American Pale Ale (APA),12.0,0.06,23,Indiana City Brewing,Indianapolis,IN
1112,2038,Infamous IPA,American IPA,12.0,0.07,242,Infamous Brewing Company,Austin,TX
1113,1774,Hijack,Cream Ale,12.0,0.06,242,Infamous Brewing Company,Austin,TX
1114,559,Jon Boat Coastal Ale,American Blonde Ale,12.0,0.05,527,Intuition Ale Works,Jacksonville,FL
1115,558,I-10 IPA,American IPA,12.0,0.068,527,Intuition Ale Works,Jacksonville,FL
1116,553,People's Pale Ale,American Pale Ale (APA),12.0,0.053,527,Intuition Ale Works,Jacksonville,FL
1117,2376,Summer Ale,American Blonde Ale,12.0,0.049,123,Ipswich Ale Brewery,Ipswich,MA
1120,2672,Leisure Time,American Pale Lager,12.0,0.048,2,Jack's Abby Craft Lagers,Framingham,MA
1122,2670,Hoponius Union,American India Pale Lager,12.0,0.07,2,Jack's Abby Craft Lagers,Framingham,MA
1123,2669,Calyptra,American India Pale Lager,12.0,0.05,2,Jack's Abby Craft Lagers,Framingham,MA
1124,1405,Helen's Blend,Cider,12.0,0.05,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
1125,823,Jack's Hard Cider,Cider,12.0,0.051,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
1126,1793,Thunder Ann,American Pale Ale (APA),12.0,0.06,312,Jackalope Brewing Company,Nashville,TN
1127,2453,Razz Wheat,Fruit / Vegetable Beer,12.0,0.055,92,Jackie O's Pub & Brewery,Athens,OH
1128,2363,Hop Ryot,American IPA,12.0,0.065,92,Jackie O's Pub & Brewery,Athens,OH
1129,689,Mystic Mama IPA,American IPA,12.0,0.07,92,Jackie O's Pub & Brewery,Athens,OH
1130,688,Firefly Amber Ale,American Amber / Red Ale,12.0,0.05,92,Jackie O's Pub & Brewery,Athens,OH
1131,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,12.0,0.067,92,Jackie O's Pub & Brewery,Athens,OH
1132,2408,Welcome to Scoville,American IPA,12.0,0.07,114,Jailbreak Brewing Company,Laurel,MD
1133,2595,Bastian,American Strong Ale,12.0,None,32,James Page Brewing Company,Stevens Point,WI
1134,2480,Healani,Hefeweizen,12.0,0.045,32,James Page Brewing Company,Stevens Point,WI
1135,1525,Yabba Dhaba Chai Tea Porter,American Porter,12.0,0.055,32,James Page Brewing Company,Stevens Point,WI
1136,1524,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12.0,0.055,32,James Page Brewing Company,Stevens Point,WI
1137,1523,Casper White Stout,American Blonde Ale,12.0,0.06,32,James Page Brewing Company,Stevens Point,WI
1138,1254,JP's Ould Sod Irish Red IPA,American IPA,12.0,0.06,32,James Page Brewing Company,Stevens Point,WI
1139,2060,Weize Guy,Hefeweizen,12.0,0.05,233,Joseph James Brewing Company,Henderson,NV
1140,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),12.0,0.05,233,Joseph James Brewing Company,Henderson,NV
1141,468,Hop Box Imperial IPA,American Double / Imperial IPA,12.0,0.09,233,Joseph James Brewing Company,Henderson,NV
1142,467,Joseph James American Lager,American Adjunct Lager,12.0,0.052,233,Joseph James Brewing Company,Henderson,NV
1143,2163,Sucha Much IPA,American IPA,12.0,0.071,208,Kalona Brewing Company,Kalona,IA
1144,2162,Lewbricator Wheat Dopplebock,Doppelbock,12.0,0.075,208,Kalona Brewing Company,Kalona,IA
1145,2374,Weisse Versa (2012),Hefeweizen,12.0,0.05,125,Karbach Brewing Company,Houston,TX
1146,1560,Mother in Lager,Munich Dunkel Lager,12.0,0.06,125,Karbach Brewing Company,Houston,TX
1147,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),12.0,0.055,125,Karbach Brewing Company,Houston,TX
1148,1458,Karbachtoberfest,M閻╃灗zen / Oktoberfest,12.0,0.055,125,Karbach Brewing Company,Houston,TX
1149,1235,Love Street Summer Seasonal (2014),K閺嬫sch,12.0,0.05,125,Karbach Brewing Company,Houston,TX
1150,1068,Barn Burner Saison,Saison / Farmhouse Ale,12.0,0.07,125,Karbach Brewing Company,Houston,TX
1151,666,Rodeo Clown Double IPA,American Double / Imperial IPA,12.0,0.10,125,Karbach Brewing Company,Houston,TX
1152,465,Sympathy for the Lager,American Amber / Red Lager,12.0,0.05,125,Karbach Brewing Company,Houston,TX
1153,464,Weisse Versa,Hefeweizen,12.0,0.052,125,Karbach Brewing Company,Houston,TX
1154,463,Hopadillo India Pale Ale,American IPA,12.0,0.07,125,Karbach Brewing Company,Houston,TX
1155,1678,KelSo Nut Brown Lager,Euro Dark Lager,12.0,0.057,342,KelSo Beer Company,Brooklyn,NY
1156,1572,KelSo India Pale Ale,American IPA,12.0,0.06,342,KelSo Beer Company,Brooklyn,NY
1157,1348,KelSo Pilsner,Czech Pilsener,12.0,0.055,342,KelSo Beer Company,Brooklyn,NY
1158,1193,Skilak Scottish Ale,Scottish Ale,12.0,0.06,458,Kenai River Brewing Company,Soldotna,AK
1159,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,12.0,0.05,458,Kenai River Brewing Company,Soldotna,AK
1160,349,Sunken Island IPA,American IPA,12.0,0.068,458,Kenai River Brewing Company,Soldotna,AK
1161,348,Skilak Scottish Ale (2011),Scottish Ale,12.0,0.058,458,Kenai River Brewing Company,Soldotna,AK
1168,2472,U. P. Witbier,Witbier,12.0,None,84,Keweenaw Brewing Company,Houghton,MI
1169,779,November Gale Pale Ale,American Pale Ale (APA),12.0,None,84,Keweenaw Brewing Company,Houghton,MI
1170,364,Olde Ore Dock Scottish Ale,Scottish Ale,12.0,None,84,Keweenaw Brewing Company,Houghton,MI
1171,60,Widow Maker Black Ale,American Brown Ale,12.0,None,84,Keweenaw Brewing Company,Houghton,MI
1172,59,Lift Bridge Brown Ale,American Brown Ale,12.0,None,84,Keweenaw Brewing Company,Houghton,MI
1173,58,Pick Axe Blonde Ale,American Blonde Ale,12.0,None,84,Keweenaw Brewing Company,Houghton,MI
1174,57,Red Jacket Amber Ale,American Amber / Red Ale,12.0,None,84,Keweenaw Brewing Company,Houghton,MI
1175,2436,Amber Ale,American Amber / Red Ale,12.0,0.051,102,King Street Brewing Company,Anchorage,AK
1176,1706,King Street Pilsner,Czech Pilsener,12.0,0.055,102,King Street Brewing Company,Anchorage,AK
1177,1667,King Street IPA,American IPA,12.0,0.06,102,King Street Brewing Company,Anchorage,AK
1178,1666,King Street Hefeweizen,Hefeweizen,12.0,0.06,102,King Street Brewing Company,Anchorage,AK
1179,1665,King Street Blonde Ale,American Blonde Ale,12.0,0.049,102,King Street Brewing Company,Anchorage,AK
1184,1070,Longboard Island Lager,American Amber / Red Lager,12.0,0.046,439,Kona Brewing Company,Kona,HI
1185,590,Longboard Island Lager,American Amber / Red Lager,12.0,0.046,439,Kona Brewing Company,Kona,HI
1186,781,Choc Beer (2003),American Dark Wheat Ale,12.0,0.04,505,Krebs Brewing Company (Pete's Pl...,Krebs,OK
1190,392,Rumspringa Golden Bock,Maibock / Helles Bock,12.0,0.07,545,Lancaster Brewing Company,Lancaster,PA
1191,195,Lancaster German Style K閺嬫sch,K閺嬫sch,12.0,0.048,545,Lancaster Brewing Company,Lancaster,PA
1192,2547,Beach Cruiser,Hefeweizen,12.0,0.045,59,Latitude 42 Brewing Company,Portage,MI
1193,2493,I.P. Eh!,American IPA,12.0,0.07,59,Latitude 42 Brewing Company,Portage,MI
1194,2492,Schoolhouse Honey,American Amber / Red Ale,12.0,0.05,59,Latitude 42 Brewing Company,Portage,MI
1195,2491,10 Degrees of Separation,English Brown Ale,12.0,0.055,59,Latitude 42 Brewing Company,Portage,MI
1196,2108,Laughing Dog Cream Ale,Cream Ale,12.0,0.05,218,Laughing Dog Brewing Company,Ponderay,ID
1197,1397,Two-One Niner,American Pilsner,12.0,0.048,218,Laughing Dog Brewing Company,Ponderay,ID
1198,1396,Laughing Dog IPA,American IPA,12.0,0.064,218,Laughing Dog Brewing Company,Ponderay,ID
1199,1675,Madra Allta,American IPA,12.0,0.064,345,Lavery Brewing Company,Erie,PA
1200,1249,Duluchan India Pale Ale,American IPA,12.0,0.056,345,Lavery Brewing Company,Erie,PA
1202,475,Yellowstone Golden Ale,K閺嬫sch,12.0,0.051,537,Lewis and Clark Brewing Company,Helena,MT
1203,474,Tumbleweed IPA,American IPA,12.0,0.057,537,Lewis and Clark Brewing Company,Helena,MT
1204,473,Lewis & Clark Amber Ale,American Amber / Red Ale,12.0,0.05,537,Lewis and Clark Brewing Company,Helena,MT
1205,472,Miner's Gold Hefeweizen,Hefeweizen,12.0,0.05,537,Lewis and Clark Brewing Company,Helena,MT
1206,471,Back Country Scottish Ale,Scottish Ale,12.0,0.057,537,Lewis and Clark Brewing Company,Helena,MT
